1.0,22.08,11.46,2.0,4.0,4.0,1.585,0.0,0.0,0.0,1.0,2.0,100.0,1213.0,0
0.0,22.67,7.0,2.0,8.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,160.0,1.0,0
0.0,29.58,1.75,1.0,4.0,4.0,1.25,0.0,0.0,0.0,1.0,2.0,280.0,1.0,0
0.0,21.67,11.5,1.0,5.0,3.0,0.0,1.0,1.0,11.0,1.0,2.0,0.0,1.0,1
1.0,20.17,8.17,2.0,6.0,4.0,1.96,1.0,1.0,14.0,0.0,2.0,60.0,159.0,1
0.0,15.83,0.585,2.0,8.0,8.0,1.5,1.0,1.0,2.0,0.0,2.0,100.0,1.0,1
1.0,17.42,6.5,2.0,3.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,60.0,101.0,0
0.0,58.67,4.46,2.0,11.0,8.0,3.04,1.0,1.0,6.0,0.0,2.0,43.0,561.0,1
1.0,27.83,1.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,176.0,538.0,0
0.0,55.75,7.08,2.0,4.0,8.0,6.75,1.0,1.0,3.0,1.0,2.0,100.0,51.0,0
1.0,33.5,1.75,2.0,14.0,8.0,4.5,1.0,1.0,4.0,1.0,2.0,253.0,858.0,0
1.0,41.42,5.0,2.0,11.0,8.0,5.0,1.0,1.0,6.0,1.0,2.0,470.0,1.0,1
1.0,20.67,1.25,1.0,8.0,8.0,1.375,1.0,1.0,3.0,1.0,2.0,140.0,211.0,0
1.0,34.92,5.0,2.0,14.0,8.0,7.5,1.0,1.0,6.0,1.0,2.0,0.0,1001.0,1
1.0,58.58,2.71,2.0,8.0,4.0,2.415,0.0,0.0,0.0,1.0,2.0,320.0,1.0,0
1.0,48.08,6.04,2.0,4.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,0.0,2691.0,1
1.0,29.58,4.5,2.0,9.0,4.0,7.5,1.0,1.0,2.0,1.0,2.0,330.0,1.0,1
0.0,18.92,9.0,2.0,6.0,4.0,0.75,1.0,1.0,2.0,0.0,2.0,88.0,592.0,1
1.0,20.0,1.25,1.0,4.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,140.0,5.0,0
0.0,22.42,5.665,2.0,11.0,4.0,2.585,1.0,1.0,7.0,0.0,2.0,129.0,3258.0,1
0.0,28.17,0.585,2.0,6.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,260.0,1005.0,0
0.0,19.17,0.585,1.0,6.0,4.0,0.585,1.0,0.0,0.0,1.0,2.0,160.0,1.0,0
1.0,41.17,1.335,2.0,2.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,168.0,1.0,0
1.0,41.58,1.75,2.0,4.0,4.0,0.21,1.0,0.0,0.0,0.0,2.0,160.0,1.0,0
0.9458660976077358,19.350572488023538,9.360659812974463,1.0839138651200724,5.101703018802938,3.5914068537152137,-0.4231338625668726,1.9454113832841173,0.060565291668427786,-1.7341594999552845,-0.05729122369003209,1.5731608328019555,79.54249298667594,350.67239147647985,0
1.0,32.75,1.5,2.0,13.0,8.0,5.5,1.0,1.0,3.0,1.0,2.0,0.0,1.0,1
